state,zipcode,a00100,a18300,a06500
MA,1378,3223,215,258
MA,1378,3700,184,362
MA,1378,4548,264,595
MA,1378,0,0,0
MA,1379,1809,92,34
MA,1379,3968,163,253
MA,1379,4515,197,409
MA,1379,3647,248,319
MA,1379,5336,365,612
MA,1379,0,0,0
MA,1420,89990,1187,1674
MA,1420,165609,3618,9341
MA,1420,155734,6475,13614
MA,1420,116940,6060,11405
MA,1420,201305,13066,25633
MA,1420,48033,3600,10009
MA,1430,10167,328,242
MA,1430,21017,835,1275
MA,1430,29766,1751,2376
MA,1430,28037,2018,2475
MA,1430,75736,6022,8966
MA,1430,43687,3068,6181
MA,1431,4879,230,128
MA,1431,11738,460,737
MA,1431,15901,986,1288
MA,1431,16383,1137,1518
MA,1431,36643,2909,4416
MA,1431,12223,866,2539
MA,1432,14833,390,350
MA,1432,36542,865,2444
MA,1432,39042,1544,3734
MA,1432,36771,2092,3805
MA,1432,93253,6583,11941
MA,1432,36345,2373,6931
MA,1434,619,0,0
MA,1434,974,0,70
MA,1434,3726,291,336
MA,1434,0,0,0
MA,1434,8800,610,1333
MA,1434,0,0,0
MA,1436,5464,60,111
MA,1436,11504,272,711
MA,1436,15691,634,1244
MA,1436,13497,588,1298
MA,1436,20381,1251,2776
MA,1436,0,0,0
MA,1440,42821,621,926
MA,1440,88990,1823,5529
MA,1440,84759,3069,7367
MA,1440,71466,3419,6831
MA,1440,114143,7167,14426
MA,1440,30816,2051,6473
MA,1450,13551,698,345
MA,1450,23036,1149,1422
MA,1450,33218,2342,2867
MA,1450,37744,3216,3548
MA,1450,177494,16402,22034
MA,1450,391591,28501,82113
MA,1451,5278,446,130
MA,1451,8330,748,453
MA,1451,13824,1272,1047
MA,1451,15945,1494,1471
MA,1451,94926,9769,11685
MA,1451,279871,22323,64897
MA,1452,6862,187,172
MA,1452,14472,486,924
MA,1452,19513,1120,1657
MA,1452,24424,1504,2291
MA,1452,61771,4509,7589
MA,1452,23008,1641,5182
MA,1453,90387,1666,1840
MA,1453,190520,4829,11437
MA,1453,190398,8341,16638
MA,1453,165668,9277,16379
MA,1453,354288,25918,44864
MA,1453,163664,11220,35174
MA,1460,12676,733,310
MA,1460,21862,1074,1428
MA,1460,32094,2459,2812
MA,1460,37655,3029,3622
MA,1460,162383,14683,20445
MA,1460,223888,15988,48161
MA,1462,17635,757,399
MA,1462,35724,1347,2153
MA,1462,49820,2851,4350
MA,1462,52747,3376,5046
MA,1462,153769,12218,19321
MA,1462,100655,7375,21078
MA,1463,19527,667,460
MA,1463,40101,1228,2666
MA,1463,48981,2544,4091
MA,1463,54248,3318,5259
MA,1463,162814,12573,20662
MA,1463,108984,7761,23334
MA,1464,10812,448,256
MA,1464,22068,694,1401
MA,1464,26488,1400,2386
MA,1464,29954,1846,2929
MA,1464,81638,6261,10188
MA,1464,36269,2591,7323
MA,1468,7253,164,172
MA,1468,15013,426,947
MA,1468,21950,1065,1751
MA,1468,21819,1273,1993
MA,1468,51080,3494,6157
MA,1468,8014,551,1662
MA,1469,11885,326,277
MA,1469,25666,826,1719
MA,1469,31800,1592,2690
MA,1469,36518,2452,3388
MA,1469,103026,7906,13065
MA,1469,38118,1873,7884
MA,1473,12639,533,297
MA,1473,28735,1033,1836
MA,1473,34605,2061,2968
MA,1473,39987,2675,3888
MA,1473,110012,8593,13727
MA,1473,78446,6338,19490
MA,1474,3681,189,90
MA,1474,7091,369,441
MA,1474,8568,470,700
MA,1474,9969,741,995
MA,1474,27525,2139,3327
MA,1474,12114,966,2440
MA,1475,19627,307,425
MA,1475,40989,1195,2387
MA,1475,41404,1650,3304
MA,1475,42920,2078,3968
MA,1475,70116,4483,8627
MA,1475,21396,1373,3701
MA,1501,28875,876,657
MA,1501,67478,2447,4346
MA,1501,83186,4170,7455
MA,1501,86297,5427,8600
MA,1501,206184,15088,25887
MA,1501,84521,6253,18637
MA,1503,5583,341,101
MA,1503,9724,461,602
MA,1503,12763,807,1171
MA,1503,14406,1110,1443
MA,1503,44874,3901,6001
MA,1503,60172,5067,13294
MA,1504,16703,502,390
MA,1504,38821,1090,2610
MA,1504,45117,2414,3905
MA,1504,41522,2979,3815
MA,1504,105733,8424,12975
MA,1504,26471,2021,5786
MA,1505,6405,228,178
MA,1505,15931,758,1041
MA,1505,18867,1130,1681
MA,1505,20530,1348,2088
MA,1505,66949,5609,8523
MA,1505,125133,9454,29285
MA,1506,6313,105,143
MA,1506,13542,412,833
MA,1506,16005,723,1379
MA,1506,14909,853,1374
MA,1506,33339,2449,4144
MA,1506,7161,539,1482
MA,1507,19813,419,446
MA,1507,42278,1094,2670
MA,1507,50784,2420,4298
MA,1507,61058,3460,5782
MA,1507,188333,13105,23867
MA,1507,82193,5827,16822
MA,1510,31652,587,741
MA,1510,72478,1509,4677
MA,1510,74367,2956,6946
MA,1510,62199,3401,6526
MA,1510,127544,8771,16638
MA,1510,38609,2696,7788
MA,1515,3723,115,85
MA,1515,8629,376,507
MA,1515,11494,678,973
MA,1515,11514,802,1006
MA,1515,23838,1879,2868
MA,1515,9002,632,2063
MA,1516,13336,398,306
MA,1516,27650,1026,1727
MA,1516,38306,2340,3194
MA,1516,44082,3054,4023
MA,1516,132019,10481,16531
MA,1516,52209,3773,10383
MA,1518,4888,194,99
MA,1518,9952,446,606
MA,1518,10889,490,962
MA,1518,11576,831,1084
MA,1518,46185,3791,5738
MA,1518,54691,3897,14121
MA,1519,8957,352,236
MA,1519,19433,779,1343
MA,1519,25823,1337,2428
MA,1519,27448,1699,2720
MA,1519,116062,9361,14794
MA,1519,153510,11377,33774
MA,1520,20273,855,476
MA,1520,44113,1860,2824
MA,1520,64307,4009,5465
MA,1520,72426,5355,6817
MA,1520,262331,21006,32737
MA,1520,199152,14714,42476
MA,1521,3995,146,92
MA,1521,10167,378,634
MA,1521,13979,768,1245
MA,1521,11861,652,1182
MA,1521,24390,1745,3021
MA,1521,9804,785,2267
MA,1522,5033,221,121
MA,1522,10885,520,692
MA,1522,15122,809,1366
MA,1522,15563,1158,1469
MA,1522,58171,4577,7374
MA,1522,29497,2041,6429
MA,1523,8682,588,175
MA,1523,18810,926,1158
MA,1523,24612,1725,2081
MA,1523,28499,2388,2627
MA,1523,89096,7611,11095
MA,1523,87472,6406,19183
MA,1524,11468,254,256
MA,1524,27582,946,1708
MA,1524,32297,1583,2791
MA,1524,34968,2013,3373
MA,1524,75404,5156,9338
MA,1524,22536,1572,4836
MA,1527,23671,713,570
MA,1527,58757,1691,3944
MA,1527,63973,2941,5717
MA,1527,65488,3649,6513
MA,1527,159550,11461,20234
MA,1527,61897,4233,12873
MA,1529,5103,127,107
MA,1529,12798,390,815
MA,1529,13946,814,1155
MA,1529,15998,1056,1352
MA,1529,38557,3082,4680
MA,1529,14508,1089,2974
MA,1531,1799,0,38
MA,1531,3210,206,212
MA,1531,4926,308,397
MA,1531,5322,304,520
MA,1531,16732,1304,2340
MA,1531,0,0,0
MA,1532,23106,1053,470
MA,1532,41321,1705,2597
MA,1532,53893,3118,4937
MA,1532,57326,4123,5842
MA,1532,261545,21311,33570
MA,1532,388000,29872,87287
MA,1534,9612,193,233
MA,1534,20178,514,1251
MA,1534,25477,1108,2184
MA,1534,25169,1592,2427
MA,1534,87469,6429,11147
MA,1534,58764,4085,11996
MA,1535,9284,145,224
MA,1535,21430,558,1340
MA,1535,23112,1014,1902
MA,1535,20604,1116,1938
MA,1535,40602,2631,5106
MA,1535,12076,827,2382
MA,1536,10085,319,250
MA,1536,24095,847,1590
MA,1536,30377,1736,2773
MA,1536,30908,1975,3188
MA,1536,114282,9058,15064
MA,1536,136333,9455,30949
MA,1537,4568,109,118
MA,1537,9925,261,686
MA,1537,13880,641,1318
MA,1537,13747,650,1471
MA,1537,23495,1566,3302
MA,1537,0,0,0
MA,1540,20873,442,478
MA,1540,44890,1497,2816
MA,1540,53404,2659,4557
MA,1540,58900,3268,5698
MA,1540,122510,8556,15540
MA,1540,32394,2103,6638
MA,1541,4221,224,85
MA,1541,9638,559,580
MA,1541,12780,847,1038
MA,1541,14736,1217,1339
MA,1541,62771,5211,7942
MA,1541,79336,5999,18224
MA,1542,3985,96,94
MA,1542,9317,260,599
MA,1542,11183,465,973
MA,1542,10914,521,1037
MA,1542,24925,1740,3232
MA,1542,5709,381,1008
MA,1543,12250,370,316
MA,1543,26225,852,1722
MA,1543,34318,2010,2792
MA,1543,36829,2365,3186
MA,1543,135357,10693,16396
MA,1543,70989,4810,15038
MA,1545,48390,1573,1098
MA,1545,103416,3054,6680
MA,1545,135347,5962,12161
MA,1545,151720,7195,15240
MA,1545,561962,39521,72901
MA,1545,897382,64567,215079
MA,1550,43194,517,747
MA,1550,80264,1634,4610
MA,1550,65419,2410,5624
MA,1550,49027,2379,4826
MA,1550,81143,5127,10235
MA,1550,20443,1465,4433
MA,1560,6382,151,138
MA,1560,16756,390,1131
MA,1560,19791,705,1825
MA,1560,16453,802,1654
MA,1560,60816,4517,7797
MA,1560,47605,3398,9722
MA,1562,22957,365,540
MA,1562,51941,1103,3250
MA,1562,55041,2091,4750
MA,1562,55358,2782,5244
MA,1562,101315,6364,12726
MA,1562,32980,2274,6707
MA,1564,11500,396,289
MA,1564,24600,1111,1557
MA,1564,31763,1810,2741
MA,1564,37303,2406,3330
MA,1564,125133,10097,15865
MA,1564,123633,9030,27184
MA,1566,10606,386,249
MA,1566,21098,825,1342
MA,1566,29151,1540,2455
MA,1566,33768,2293,3259
MA,1566,98868,8122,12601
MA,1566,90832,6628,19714
MA,1568,10726,535,281
MA,1568,19691,1009,1299
MA,1568,24309,1537,2061
MA,1568,27155,2268,2585
MA,1568,121780,10976,15180
MA,1568,195094,13167,42380
MA,1569,21099,673,511
MA,1569,49454,1816,3170
MA,1569,59324,3228,5140
MA,1569,62948,4235,5962
MA,1569,185028,14837,23019
MA,1569,101396,7139,20362
MA,1570,36628,659,739
MA,1570,78675,1577,4762
MA,1570,76731,2592,6898
MA,1570,66076,3492,6444
MA,1570,111999,7142,14237
MA,1570,71995,4832,16738
MA,1571,20427,279,459
MA,1571,43882,966,2700
MA,1571,49084,1622,4218
MA,1571,51352,2244,4818
MA,1571,115591,7396,14246
MA,1571,44580,2822,9670
MA,1581,24314,1087,582
MA,1581,51471,2001,3251
MA,1581,68608,3145,6286
MA,1581,79410,4629,8111
MA,1581,301134,23647,38809
MA,1581,590437,46208,137363
MA,1583,12319,585,299
MA,1583,26540,961,1744
MA,1583,32623,2028,2929
MA,1583,39586,2551,3781
MA,1583,95499,7349,12205
MA,1583,61623,4647,13541
MA,1585,7937,209,163
MA,1585,16257,469,1021
MA,1585,21347,924,1867
MA,1585,18508,1011,1685
MA,1585,41248,2784,5117
MA,1585,23555,1626,5509
MA,1588,19061,311,437
MA,1588,40799,798,2587
MA,1588,41407,1555,3619
MA,1588,43446,2290,4149
MA,1588,100465,6903,12507
MA,1588,73993,5008,16428
MA,1590,12882,494,317
MA,1590,23786,1090,1535
MA,1590,30884,2144,2633
MA,1590,38478,2689,3656
MA,1590,150983,13058,18941
MA,1590,156543,11942,34653
MA,1602,43919,931,914
MA,1602,96996,2943,5743
MA,1602,116570,5607,10422
MA,1602,94128,5480,9347
MA,1602,207759,14618,26524
MA,1602,82744,5583,17234
MA,1603,51599,599,915
MA,1603,95600,2235,5131
MA,1603,76539,2967,6505
MA,1603,54450,2634,5278
MA,1603,78427,4964,9886
MA,1603,9081,572,1745
MA,1604,84347,1244,1585
MA,1604,194549,4046,11641
MA,1604,168040,6554,15119
MA,1604,116135,5444,12061
MA,1604,184943,11477,24973
MA,1604,57082,3895,12242
MA,1605,62628,715,1062
MA,1605,117277,2272,6173
MA,1605,90088,3586,7618
MA,1605,64888,3514,6509
MA,1605,113668,7939,14678
MA,1605,46175,3205,9251
MA,1606,39122,787,876
MA,1606,105311,3164,6666
MA,1606,112476,5474,10327
MA,1606,94520,5533,9493
MA,1606,182427,12265,23866
MA,1606,57982,4758,12506
MA,1607,20868,234,365
MA,1607,46076,1172,2530
MA,1607,36161,1367,3113
MA,1607,24962,1339,2453
MA,1607,36075,2237,4956
MA,1607,0,0,0
MA,1608,11649,80,175
MA,1608,13924,195,770
MA,1608,6466,192,571
MA,1608,3493,159,354
MA,1608,7846,446,1024
MA,1608,32248,2861,6394
MA,1609,35601,647,635
MA,1609,60853,1433,3439
MA,1609,49385,2226,4545
MA,1609,39739,2420,4290
MA,1609,121253,9579,15668
MA,1609,283292,17727,64123
MA,1610,61294,274,930
MA,1610,88196,1196,4226
MA,1610,45309,1148,3813
MA,1610,21246,708,2253
MA,1610,29530,1452,4351
MA,1610,0,0,0
MA,1611,4739,73,104
MA,1611,10811,322,628
MA,1611,11932,506,910
MA,1611,9125,415,873
MA,1611,19581,1333,2787
MA,1611,0,0,0
MA,1612,6057,253,150
MA,1612,13646,782,856
MA,1612,19379,1348,1603
MA,1612,20837,1680,1918
MA,1612,75336,6524,9463
MA,1612,55083,4326,11726
MA,1701,47203,2799,1023
MA,1701,105774,5602,6551
MA,1701,135467,8476,12380
MA,1701,144937,11252,14678
MA,1701,522217,43769,67315
MA,1701,568313,41620,130734
MA,1702,79204,1442,1529
MA,1702,144813,3017,8237
MA,1702,130622,4790,11907
MA,1702,109619,5215,12069
MA,1702,233924,15765,31372
MA,1702,257445,18585,59015
MA,1718,732,125,0
MA,1718,1357,0,77
MA,1718,2406,157,226
MA,1718,3503,231,391
MA,1718,15159,1102,2155
MA,1718,7625,516,1640
MA,1719,6206,277,155
MA,1719,14876,656,1061
MA,1719,19083,1055,1888
MA,1719,16439,1092,1731
MA,1719,77953,7408,9915
MA,1719,187098,14177,41109
MA,1720,24817,1644,572
MA,1720,46826,2341,3039
MA,1720,60966,4237,5634
MA,1720,72504,6272,6854
MA,1720,356974,35358,44368
MA,1720,886030,71818,200731
MA,1721,24370,1352,568
MA,1721,50011,2296,3099
MA,1721,66429,4680,6003
MA,1721,76303,5897,7832
MA,1721,278102,24226,35872
MA,1721,328319,24978,70321
MA,1730,15612,1168,348
MA,1730,34668,1983,2170
MA,1730,41957,3018,3653
MA,1730,53811,4369,5264
MA,1730,245291,22153,30754
MA,1730,545642,42011,125128
MA,1731,2021,0,66
MA,1731,8733,0,208
MA,1731,10285,152,444
MA,1731,10800,0,816
MA,1731,16901,205,2108
MA,1731,0,0,0
MA,1740,5494,353,150
MA,1740,9896,741,585
MA,1740,11170,1138,885
MA,1740,16871,1902,1510
MA,1740,93561,10029,11789
MA,1740,245423,19448,57500
MA,1741,4782,634,132
MA,1741,8352,894,473
MA,1741,10633,1249,846
MA,1741,12794,1601,1095
MA,1741,74233,8950,8875
MA,1741,517878,41679,123895
MA,1742,18703,1845,575
MA,1742,32277,2095,2002
MA,1742,49298,3410,4361
MA,1742,53943,4467,5188
MA,1742,263792,25861,32362
MA,1742,2090235,155480,508773
MA,1745,825,126,17
MA,1745,1524,0,111
MA,1745,2666,305,227
MA,1745,2551,0,310
MA,1745,5793,444,760
MA,1745,10961,853,2747
MA,1746,18811,1294,425
MA,1746,35595,2049,2235
MA,1746,43610,3340,3669
MA,1746,55277,4830,5071
MA,1746,247634,23066,30551
MA,1746,377771,30386,86025
MA,1747,9177,350,216
MA,1747,20123,911,1281
MA,1747,26121,1392,2394
MA,1747,27492,1625,2745
MA,1747,88317,6869,11054
MA,1747,69513,5056,14039
MA,1748,17647,1023,455
MA,1748,30449,1762,2032
MA,1748,40379,2961,3658
MA,1748,48835,4316,4577
MA,1748,239979,22933,30554
MA,1748,938183,71662,235478
MA,1749,35199,1498,820
MA,1749,76628,2789,4954
MA,1749,86821,4548,7780
MA,1749,95696,5998,9525
MA,1749,256155,20080,32645
MA,1749,182106,13445,40216
MA,1752,76237,1934,1618
MA,1752,163998,4139,9991
MA,1752,180531,7283,16915
MA,1752,165740,9031,17451
MA,1752,442168,30909,58912
MA,1752,340736,23550,75333
MA,1754,17099,1205,385
MA,1754,37600,1839,2511
MA,1754,46174,3187,4233
MA,1754,52746,4452,5339
MA,1754,169042,14927,21438
MA,1754,93899,6588,18878
MA,1756,8936,478,214
MA,1756,17309,681,1107
MA,1756,20575,1361,1672
MA,1756,22217,1606,2070
MA,1756,100335,8670,12453
MA,1756,128795,9292,28789
MA,1757,53527,1445,1094
MA,1757,112813,3175,7048
MA,1757,123770,6358,10947
MA,1757,119891,7506,11810
MA,1757,331198,24979,42114
MA,1757,216251,15520,48095
MA,1760,44444,2335,1087
MA,1760,108193,4683,7335
MA,1760,136769,7587,13082
MA,1760,163696,10631,17052
MA,1760,576763,45442,74939
MA,1760,975862,72789,228309
MA,1770,4115,484,125
MA,1770,6410,813,382
MA,1770,8513,889,657
MA,1770,11335,1471,969
MA,1770,56655,6893,6405
MA,1770,710113,56112,186565
MA,1772,11143,776,278
MA,1772,19812,957,1331
MA,1772,24261,1967,2085
MA,1772,28614,2361,2861
MA,1772,141570,12801,17719
MA,1772,893221,63232,222517
MA,1773,5902,567,194
MA,1773,10200,710,642
MA,1773,16874,1556,1378
MA,1773,17861,1763,1690
MA,1773,79896,8515,9269
MA,1773,841015,67448,211907
MA,1775,8028,799,178
MA,1775,15871,1266,1001
MA,1775,20919,1754,1769
MA,1775,24854,2400,2310
MA,1775,128319,13117,15713
MA,1775,270060,22276,61044
MA,1776,18137,1389,496
MA,1776,27172,2450,1579
MA,1776,34590,3298,2759
MA,1776,42337,5403,3498
MA,1776,247213,27478,29563
MA,1776,1757127,136709,451773
MA,1778,14107,1254,365
MA,1778,23229,2052,1427
MA,1778,32619,3477,2612
MA,1778,44604,4501,4216
MA,1778,209373,21865,25665
MA,1778,1953240,142819,437655
MA,1801,71440,1885,1673
MA,1801,176328,4326,12018
MA,1801,212253,7551,20841
MA,1801,216374,10093,23571
MA,1801,515396,31701,68372
MA,1801,321790,23887,69657
MA,1803,37182,1584,818
MA,1803,82524,2732,5416
MA,1803,107633,4721,10146
MA,1803,121275,6490,12385
MA,1803,428299,29623,56050
MA,1803,407976,26411,89251
MA,1810,36307,2228,934
MA,1810,74748,3830,4917
MA,1810,99504,6236,9095
MA,1810,109327,8826,11127
MA,1810,531341,48029,67382
MA,1810,1857559,140377,460184
MA,1821,52482,2040,1299
MA,1821,112937,4114,7458
MA,1821,143620,7580,13163
MA,1821,169041,10814,16790
MA,1821,476032,35612,60337
MA,1821,206288,14841,43652
MA,1824,36858,2083,887
MA,1824,75122,4104,4842
MA,1824,95411,6298,8595
MA,1824,118609,9321,11710
MA,1824,470099,41157,59703
MA,1824,407543,33836,86332
MA,1826,56928,1467,1371
MA,1826,130723,4089,8378
MA,1826,158271,7965,14103
MA,1826,151482,9102,14746
MA,1826,381354,27410,47601
MA,1826,155155,11031,32457
MA,1827,4625,337,136
MA,1827,7285,401,493
MA,1827,9773,628,848
MA,1827,13119,1064,1280
MA,1827,59377,5341,7593
MA,1827,86995,6112,19547
MA,1830,54908,1109,1134
MA,1830,111395,2675,6963
MA,1830,108707,4888,9799
MA,1830,99439,5744,10210
MA,1830,207872,14428,26462
MA,1830,95986,6768,21366
MA,1832,50620,987,1001
MA,1832,103856,2733,6136
MA,1832,106535,4904,9855
MA,1832,88861,5329,9192
MA,1832,200343,14511,25979
MA,1832,75468,4987,15666
MA,1833,11296,527,283
MA,1833,21522,1016,1375
MA,1833,29820,1825,2683
MA,1833,34518,2679,3190
MA,1833,148347,12591,18339
MA,1833,157622,11616,35800
MA,1834,9851,433,231
MA,1834,21108,857,1323
MA,1834,27247,1797,2265
MA,1834,32401,2429,2957
MA,1834,106947,8571,13248
MA,1834,68741,5250,14781
MA,1835,26411,631,577
MA,1835,59448,1599,3892
MA,1835,69985,3349,6397
MA,1835,73854,4349,7547
MA,1835,162215,11509,20571
MA,1835,73047,5278,16354
MA,1840,19007,0,300
MA,1840,21752,159,994
MA,1840,8387,115,757
MA,1840,3237,257,437
MA,1840,4538,0,732
MA,1840,0,0,0
MA,1841,175009,656,2638
MA,1841,234563,2649,10514
MA,1841,99674,2421,7876
MA,1841,47084,1640,4532
MA,1841,44028,2158,5737
MA,1841,10426,417,1545
MA,1843,80418,560,1308
MA,1843,130461,1890,6614
MA,1843,92243,3127,8190
MA,1843,57654,2517,5928
MA,1843,80247,4473,10720
MA,1843,15966,823,3450
MA,1844,111920,2418,2183
MA,1844,222795,6088,13157
MA,1844,228245,11012,20074
MA,1844,209283,11773,20737
MA,1844,503949,35414,63547
MA,1844,223893,15371,46768
MA,1845,38349,1802,887
MA,1845,80618,3094,5038
MA,1845,109521,6302,10016
MA,1845,109355,7407,10740
MA,1845,416447,34389,52341
MA,1845,941707,70162,224338
MA,1850,39280,356,692
MA,1850,81332,1574,4585
MA,1850,58601,2107,5027
MA,1850,44386,2101,4529
MA,1850,58659,3442,7264
MA,1850,7712,543,1475
MA,1851,78445,669,1519
MA,1851,178092,3022,9317
MA,1851,138225,4310,11782
MA,1851,88392,3518,8885
MA,1851,130185,7915,16762
MA,1851,31032,2033,6383
MA,1852,76218,994,1463
MA,1852,163585,3176,9795
MA,1852,144066,5583,13467
MA,1852,112094,5403,12101
MA,1852,218138,13918,29358
MA,1852,96210,7104,21322
MA,1854,59753,634,1138
MA,1854,112780,2210,6393
MA,1854,94702,3233,8522
MA,1854,74455,3430,7753
MA,1854,126432,7850,16246
MA,1854,41847,2101,6646
MA,1860,12263,361,285
MA,1860,21501,826,1375
MA,1860,28070,1736,2327
MA,1860,30070,2246,2794
MA,1860,93087,7421,11802
MA,1860,54662,4093,11229
MA,1862,15548,497,394
MA,1862,35610,1285,2394
MA,1862,43465,2334,3867
MA,1862,49416,3097,4960
MA,1862,150319,11316,19219
MA,1862,73384,5251,16786
MA,1863,14851,751,321
MA,1863,32320,1183,2174
MA,1863,46115,2840,4274
MA,1863,48053,3201,4959
MA,1863,139932,10842,18290
MA,1863,65851,4728,13444
MA,1864,21120,1474,543
MA,1864,44327,2921,2920
MA,1864,58284,4439,5327
MA,1864,67281,5398,6865
MA,1864,250065,23488,31258
MA,1864,442670,35685,105839
MA,1867,31556,1856,715
MA,1867,65653,3386,4439
MA,1867,93209,6449,8623
MA,1867,100773,8020,9960
MA,1867,446918,38691,57011
MA,1867,642756,48334,147078
MA,1876,49469,2261,1192
MA,1876,103757,4292,7098
MA,1876,143961,8614,13515
MA,1876,164059,11721,16661
MA,1876,487807,39042,62149
MA,1876,240816,17874,50904
MA,1879,19675,688,470
MA,1879,38677,1322,2559
MA,1879,46849,2830,4240
MA,1879,55867,4175,5325
MA,1879,197168,16665,24884
MA,1879,160966,11534,36209
MA,1880,37854,1901,895
MA,1880,94103,3021,6827
MA,1880,123805,6346,12347
MA,1880,130448,8188,13675
MA,1880,439797,33710,57123
MA,1880,354836,25192,76864
MA,1886,27027,1336,699
MA,1886,47906,2699,3103
MA,1886,69017,4806,6270
MA,1886,81785,7031,7706
MA,1886,416822,38580,52477
MA,1886,759743,60898,168341
MA,1887,35210,1528,879
MA,1887,72014,2966,4830
MA,1887,96957,5803,8676
MA,1887,112272,7745,10903
MA,1887,389116,31236,48718
MA,1887,287326,20452,61890
MA,1890,22086,1951,606
MA,1890,44763,3092,2833
MA,1890,61016,4203,5284
MA,1890,67677,5472,6788
MA,1890,308693,29367,38468
MA,1890,1671188,130389,418389
MA,1901,4855,0,90
MA,1901,8540,83,507
MA,1901,5831,170,567
MA,1901,3419,145,416
MA,1901,5144,340,815
MA,1901,0,0,0
MA,1902,124209,1316,2070
MA,1902,226980,4385,11653
MA,1902,159607,6413,13228
MA,1902,100553,5011,10211
MA,1902,126651,7963,16201
MA,1902,35846,2366,7553
MA,1904,39252,1034,818
MA,1904,83711,2782,5129
MA,1904,100710,5562,9074
MA,1904,95665,6219,9542
MA,1904,212716,15989,26751
MA,1904,53597,3667,10495
MA,1905,68396,832,1151
MA,1905,128227,2736,6619
MA,1905,96426,3987,7800
MA,1905,72670,3870,7218
MA,1905,100693,6423,12707
MA,1905,18347,1259,3492
MA,1906,52035,1912,1120
MA,1906,114800,3712,7483
MA,1906,144312,6795,13321
MA,1906,145261,8424,14840
MA,1906,336705,23458,43206
MA,1906,140664,9361,29963
MA,1907,20121,1297,471
MA,1907,41150,2276,2614
MA,1907,58957,3620,5414
MA,1907,65877,5148,6614
MA,1907,218160,18964,27814
MA,1907,596319,47021,144050
MA,1908,5543,355,127
MA,1908,12550,476,863
MA,1908,18121,977,1786
MA,1908,17423,904,1979
MA,1908,57818,4324,7858
MA,1908,142713,9625,31868
MA,1913,29879,1071,729
MA,1913,65505,2836,4298
MA,1913,72842,4559,6465
MA,1913,74087,5550,7251
MA,1913,213256,18590,26778
MA,1913,142797,11343,31372
MA,1915,67837,2363,1648
MA,1915,153382,4775,10406
MA,1915,176159,8355,16734
MA,1915,169097,10660,16917
MA,1915,474215,36805,60546
MA,1915,642363,49747,150397
MA,1921,9152,747,247
MA,1921,13345,937,790
MA,1921,19654,1795,1655
MA,1921,22786,2413,1973
MA,1921,127985,12943,15592
MA,1921,762786,54435,178441
MA,1922,5101,274,149
MA,1922,8786,366,577
MA,1922,11361,638,949
MA,1922,15239,1024,1420
MA,1922,51498,3752,6367
MA,1922,79010,5591,17518
MA,1923,46573,1969,1091
MA,1923,107358,3864,7300
MA,1923,132717,6586,12088
MA,1923,135406,8635,13848
MA,1923,394889,29898,50639
MA,1923,320039,25314,72120
MA,1929,5448,363,126
MA,1929,11267,692,715
MA,1929,13167,1017,1118
MA,1929,15756,1376,1455
MA,1929,45225,4235,5601
MA,1929,110133,8195,24724
MA,1930,60543,2148,1333
MA,1930,120918,4045,7944
MA,1930,131917,6536,11669
MA,1930,124619,7416,12285
MA,1930,282180,21387,36071
MA,1930,362470,27688,83697
MA,1938,21873,1104,531
MA,1938,47192,1995,3059
MA,1938,59875,3550,5353
MA,1938,59984,3981,5889
MA,1938,196417,15966,24656
MA,1938,361232,26812,89012
MA,1940,15747,1347,395
MA,1940,31982,2347,2022
MA,1940,40240,3015,3559
MA,1940,49204,4328,4697
MA,1940,226260,21362,28429
MA,1940,552229,45172,139334
MA,1944,6630,513,153
MA,1944,11330,537,751
MA,1944,18072,1131,1574
MA,1944,18432,1438,1689
MA,1944,71227,6269,8984
